song_title,lyrics,prompt
"The Light (Live at the North Sea Jazz Festival, 2005)","[Intro: Common]
Uh, uh, uh, uh, yo, get down
Go ladies, come on
Get down, go ladies
Let me hear you say ""Ow""
Say ""Ow""
Now, homeboys, make some noise
Where my guys? Homeboys, make some noise
Let me hear you say ""Ho""
Say ""Ho""
",Write an intro in the style of Common that energizes the crowd and encourages both men and women to make some noise.
"The Light (Live at the North Sea Jazz Festival, 2005)","[Verse 1: Common]
I never knew a luh, luh-luh, a love like this
Gotta be somethin' for me to write this
Queen, I ain't seen you in a minute
Wrote this letter, and finally decide to send it
Signed, sealed, delivered, for us to grow together
Love has no limit, let's spend it slow forever
Heart is weathered by what studs did to you
I ain't gon' salt 'em, I did it too
Because of you, feelings I handle with care
Brothas recognize the light, they can't handle the glare
Hey, I ain't the type to walk around with matchin' shirts
If relationship is effort I will match your work
I want to be the one to make you happiest
And hurt you the most
The end is near, it's important that we close (To the what?)
To the most high
Regardless of what happen, on Him let's rely","Write a verse in the style of Common, expressing deep love and devotion to a partner despite past mistakes."
"The Light (Live at the North Sea Jazz Festival, 2005)","[Chorus: Common]
There are times
(Sing it, y'all)
When you'll need someone
(I can't hear you)
I will be by your side
(Yeah, yeah, let 'em know about the light, y'all, come on)
There is a light that shines
(How it shine?)
Special for you and me
(Ah, ah, check it)
","Write a chorus in the style of Common, expressing unconditional support and the presence of a guiding light in dark times."
"The Light (Live at the North Sea Jazz Festival, 2005)","[Verse 2: Common]
It's important we communicate
And tune the fate of this union to the right pitch
I never call you my bitch or even my boo
So much in a name and so much more in you
Few understand the union of woman and man
Sex and a tingle is where they assume that it land
Fly by night, for you in the sky I write
These cold Chi night's moon, you my light
If Heaven had a height, you would be that tall
Ghetto to coffee shop, through you I see that all
Let's stick to understandin' and we won't fall
Better or worse times, I hope to me you call
I pray every day more than anything
Friends we'll stay as we begin to lay
Foundation for a family, love ain't simple
Why can't it be anything worth havin' you work at annually?
We known each other for some time
It don't take a whole day to recognize sunshine",Write a verse in the style of Common reflecting on the importance of communication and understanding in a relationship.
"The Light (Live at the North Sea Jazz Festival, 2005)","[Chorus: Common]
There are times
(Uh, sing it, y'all)
When you'll need someone
(I can't hear you)
I will be by your side
(Yeah, yeah, let 'em know about the light, y'all, come on)
There is a light that shines
(How it shine?)
Special for you and me
(Ah, ah, check it)
","Write a chorus in the style of Common, emphasizing the presence of a guiding light in times of need."
"The Light (Live at the North Sea Jazz Festival, 2005)","[Verse 3: Common]
It's kind of fresh you listen to more than hip-hop
Catch you in the mix from beauty to thrift shop
Shit pop when it's time to, thinkin' you fresh
Suggestin' beats I should rhyme to
When I'm lost I try to find you
You know to give me space when it's time to
My heart's dictionary defines you, it's love and happiness
Truthfully, it's hard tryin' to practice abstinence
The time we committed love, it was real good
Had to be for me to arrive, it still feel good
Sex ain't gon' keep you
But as my equal, it's how I must treat you
As my reflection in light I'ma lead you
And whatever's right I'ma feed you
Digga-da, digga-da, digga-da, digga-digga-da-da
Yo, I tell you the rest when I see you",Write a verse in the style of Common expressing love and happiness with a focus on treating your partner as an equal.
"The Light (Live at the North Sea Jazz Festival, 2005)","[Chorus: Common]
There are times
(Ah, ah, sing it, y'all)
When you'll need someone
(I can't hear you)
I will be by your side
(Yeah, yeah, let 'em know about the light, Den Haag)
There is a light that shines
(How it shine?)
Special for you and me
(Yo, yo, break it down one time for 'em
Break it down, come on, yo)
There are times
(Sing it, y'all)
When you'll need someone
(I can't hear you)
I will be by your side
(Yeah, yeah, let 'em know about the light, y'all, come on)
There is a light that shines
(How it shine?)
Special for you and me
(Ay, ay, y'all sound good, sing it one more here)
There are times
(Ah, sing it, y'all)
When you'll need someone
(I can't hear you)
I will be by your side
(Yeah, let 'em know about the light, Den Haag)
There is a light that shines
Special for you and me
(Ah, ah, ah...)
",Write a chorus in the style of Common that emphasizes being there for someone in times of need and the presence of a special light that shines for them.
"The Light (Live at the North Sea Jazz Festival, 2005)","[Outro: Common]
A-get down, go ladies, come on
A-get down, go ladies, let me hear you say ""Ow""
Say ""Ow""
Now, homeboys, make some noise
All my guys, homeboys, make some noise, let me hear you say ""Ho""
Say ""Ho""
Digga-da, digga-da, digga-da, digga-digga-da-da
Yo, I tell you the rest when I see you; peace
(""You need to look at the other side; you'll agree"")
Thank you for partying with us, y'all
Mister Omar Edwards on keys
Karriem Riggins in the lab
DJ Dummy, your DJ for the night on the 1 and 2's
Thank y'all for supporting good music
Keep supporting beautiful music like Kanye West, D'Angelo, Erykah Badu, Slum Village, Lauryn Hill, Bilal
Tribe Called Quest, De La Soul, John Coltrane, Rick James, Luther Vandross, Ray Charles
The Roots, KRS-ONE, Mary J. Blige, and of course, Common, y'all
God bless you, peace","Write an outro in the style of Common, thanking the audience for their support and listing influential musicians in the industry."
"Respiration (Live at the North Sea Jazz Festival, 2005)","[Intro: Common]
This what they told me to tell you
",Write an intro in the style of Common that delivers a message of wisdom and guidance to the listener.
"Respiration (Live at the North Sea Jazz Festival, 2005)","[Chorus: Common]
So much on my mind, I just can't recline
Blast holes in the night 'til she bled sunshine
Breathe in, inhale vapors from bright stars that shine
Breathe out, green smoke retrace the skyline
Hold up, bass ride out like an ancient mating call
I can't take it, y'all, I can feel the city breathing
Chest heaving, against the flesh of the evening
This is how we ride...
",Write a chorus in the style of Common that reflects on the beauty and chaos of city life.
"Respiration (Live at the North Sea Jazz Festival, 2005)","[Verse: Common]
Yo, on The Amen
Corner I stood lookin' at my former hood
Felt the spirit in the wind, knew my friend was gone for good
Threw dirt on the casket, the hurt, I couldn't mask it
Mixin' down emotions, struggle I hadn't mastered
What what, I choreograph seven steps to Heaven
In Hell, waiting to exhale and make the bread leaven
Veteran of a cold war; it's Chica-I-go for
What I know or what's known
Some days I take the bus home, just to touch home
From the crib I spend months gone
Sat by the window with a clutched dom
Listening to shorties cuss long
Young girls with weak minds, but they butt strong
Tried to call, or at least beep the Lord but didn't have a touch-tone
Dog-eat-dog world, you gotta mush on
Some of this land I must own, outta the city, they want us gone
Tearing down the 'jects creating plush homes
My circumstance is between Den Haag and Love Jones
Surrounded by hate, yet I love home
Asked my guy how he thought travelling the world sound
Found it hard to imagine, he hadn't been past downtown
It's deep, I heard the city breathe in its sleep
Of reality I touch, but for me it's hard to keep
Deep, I heard my man breathe in his sleep
Of reality I touch, but for me it's hard to keep",Write a verse in the style of Common reflecting on the struggle of leaving a familiar but troubled past behind.
"Respiration (Live at the North Sea Jazz Festival, 2005)","[Chorus: Common]
Come on, so much on my mind, I just can't recline
Blast holes in the night 'til she bled sunshine
Breathe in, inhale vapors from bright stars that shine
Breathe out, weed smoke retrace the skyline
I heard the bass ride out like an ancient mating call
I can't take it, y'all, I can feel the city breathing
Chest heaving, against the flesh of the evening
We kiss the sky goodbye on the last train leaving
",Write a verse in the style of Common reflecting on the beauty and energy of a city at night.
"Respiration (Live at the North Sea Jazz Festival, 2005)","[Outro: Common]
Check it, everybody say 'Oh yeah'
Say 'Oh yeah'
Say 'Oh yeah'
Say 'Oh yeah'
Say 'Oh yeah'
Say 'Oh yeah'
Say 'Oh oh yeah'
Now scream","Write an outro in the style of Common, encouraging the crowd to chant and then scream in excitement."
State To State,"[Dug Infinite: Common]
Now you got to tell me right now is you man or meese?
Is it man or beast cause I plan to release
The rent essentials what's my name, confidential
Na nah don't tell a soul but I sold my credentials
Skipper off my team, everybody Top GunFortify the army, you can't beat us with a pop gun
I stop one allowed with one thought on my mind
Number ten is a hero take that one and make him zero
That's law, word to Shapiro, Infinite's a colonel
Now put that in your journal better yet in your eternal
We heavy like a sledgehammer, with Know the Ledge grammar
A bad mamma jamma all the way to Alabama
Chi-Town, where we don't fight over coasts
Cause the one that's in the middle is the one that see the most
No time for that (word) we burn cells, no time for fat
Let's say you like brain cells, we like state to state
""We skate on suckers who perpetrate
And lay down law from state to state"" -- Run-D.M.C(repeat 3.5X)
",Write a verse in the style of Common that delves into the complexities of personal identity and self-discovery.
